cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,        pressure,      z-velocity,      y-velocity,      x-velocity,cell-wall-distance,boundary-normal-dist
      2358, 7.269836497E-03,-3.467473100E-16, 3.569022119E-01,-3.103829575E+01,-2.062956047E+01, 9.173217741E-14, 4.685934830E+01, 1.794466190E-02, 1.833089862E-03
      2359, 2.731135348E-03,-3.272384737E-16, 3.525991142E-01, 1.905171204E+01,-1.855938911E+01, 8.432143872E-14, 4.606641769E+01, 2.248598821E-02, 1.833089862E-03
      2360,-2.525616437E-02,-1.175455811E-16, 2.433800101E-01,-6.363449478E+01,-4.674088955E+00, 2.678413047E-15, 5.075243378E+01, 1.351695508E-01, 5.660737293E-03
      2361,-1.496409625E-02,-2.680587169E-16, 3.380133808E-01, 1.705558014E+02,-1.208194160E+01, 4.853062396E-14, 4.512907791E+01, 4.502824321E-02, 4.029290803E-03
      2362,-8.351854980E-03,-2.884347826E-16, 3.433549702E-01, 1.930657959E+02,-1.465822315E+01, 5.451195051E-14, 4.490863800E+01, 3.598367050E-02, 2.488372871E-03
      2363,-4.280915484E-02,-1.234733427E-16, 2.629682124E-01, 1.147851658E+01,-5.023546696E+00, 5.079270338E-15, 4.955850601E+01, 1.241832599E-01, 5.763287692E-03
      2364,-3.033391386E-02,-2.276292784E-16, 3.259474635E-01, 2.066007233E+02,-9.146232605E+00, 2.514655151E-14, 4.608841705E+01, 6.317543983E-02, 3.500566122E-03
      2365,-9.836151265E-03,-3.207235992E-16, 3.511482477E-01, 2.737425232E+02,-1.491686249E+01, 6.639133687E-14, 4.317305374E+01, 3.220859915E-02, 2.488372871E-03
      2366,-3.888872638E-02,-2.093725685E-16, 3.196822107E-01, 1.673162689E+02,-7.438602448E+00, 2.356448370E-14, 4.627498245E+01, 7.562731206E-02, 3.482546226E-03
      2367,-4.710401967E-02,-1.679097631E-16, 3.018506467E-01, 1.307460938E+02,-6.029916286E+00, 1.409983241E-14, 4.728415298E+01, 9.420665354E-02, 3.630331240E-03
      2368,-4.597440735E-02,-1.480251618E-16, 2.896886468E-01, 8.088491821E+01,-5.546983719E+00, 5.245803791E-15, 4.846226883E+01, 1.061201394E-01, 3.845924003E-03
      2369,-3.132903203E-02,-2.607978181E-16, 3.359666765E-01, 2.704196472E+02,-9.220796585E+00, 3.586020370E-14, 4.476512146E+01, 5.814625695E-02, 3.500566122E-03
      2370,-2.347106673E-02,-2.812345526E-16, 3.414735794E-01, 2.876994934E+02,-1.061029243E+01, 3.858025011E-14, 4.385367966E+01, 4.731987044E-02, 3.396315029E-03
      2371,-1.708990522E-02,-3.368321541E-16, 3.547823131E-01, 3.674017334E+02,-1.398552990E+01, 6.172840017E-14, 4.205241013E+01, 3.389298543E-02, 2.488372871E-03
      2372,-4.094797652E-03,-3.391282487E-16, 3.552615643E-01, 2.427766876E+02,-1.618120956E+01, 7.091549570E-14, 4.338648987E+01, 2.704047970E-02, 2.488372871E-03
      2373,-2.411258221E-02,-3.177191998E-16, 3.504492342E-01, 3.400463257E+02,-1.075642300E+01, 4.851674618E-14, 4.185263824E+01, 4.304714501E-02, 3.396315029E-03
      2374,-5.756921694E-02,-1.782867373E-16, 3.069160581E-01, 1.566918030E+02,-5.747535706E+00, 1.065120214E-14, 4.705253983E+01, 9.658649564E-02, 3.630331240E-03
      2375,-5.671059713E-02,-1.388655063E-16, 2.824433744E-01, 9.192588043E+01,-5.249928474E+00, 7.466249841E-15, 4.830635071E+01, 1.153245941E-01, 3.845924003E-03
      2376,-4.030660912E-02,-2.775568149E-16, 3.404618502E-01, 3.089264526E+02,-8.414471626E+00, 3.097522239E-14, 4.442855072E+01, 6.077665463E-02, 3.500566122E-03
      2377,-4.878850654E-02,-2.227602684E-16, 3.242965639E-01, 2.362903595E+02,-6.644094944E+00, 1.815214645E-14, 4.564225388E+01, 7.758004963E-02, 3.736344812E-03
      2378,-1.340046001E-04,-3.860145928E-16, 3.650877476E-01, 3.066890259E+02,-2.081492043E+01, 1.026956298E-13, 4.013344193E+01, 1.634692214E-02, 2.175475667E-03
      2379,-1.745034568E-02,-3.734273920E-16, 3.625678718E-01, 5.192706299E+02,-1.307156563E+01, 6.411537967E-14, 3.831764221E+01, 2.964235842E-02, 2.465324474E-03
      2380,-5.166938994E-03,-3.708243804E-16, 3.620213568E-01, 3.324730530E+02,-1.811785126E+01, 8.906764215E-14, 3.991069794E+01, 2.058661729E-02, 2.175475667E-03
      2381,-3.194251284E-02,-3.372807904E-16, 3.548409939E-01, 4.537809143E+02,-9.205705643E+00, 4.141131882E-14, 4.103350067E+01, 4.470943287E-02, 3.220316421E-03
      2382,-4.921126738E-02,-2.577759751E-16, 3.350569904E-01, 2.942477417E+02,-6.725767612E+00, 2.550737399E-14, 4.494871521E+01, 7.263222337E-02, 3.736344812E-03
      2383,-6.770918518E-02,-1.662862789E-16, 3.010194898E-01, 1.640640869E+02,-4.631988049E+00, 8.881784197E-15, 4.689305496E+01, 1.092539430E-01, 3.356336410E-03
      2384,-5.804333463E-02,-2.058120126E-16, 3.183382452E-01, 2.183580170E+02,-5.371932983E+00, 1.609823386E-14, 4.611804199E+01, 9.036482126E-02, 3.412204058E-03
      2385,-4.027857631E-02,-3.175551136E-16, 3.503605127E-01, 4.015335999E+02,-7.526837349E+00, 3.332056853E-14, 4.209603119E+01, 5.582573637E-02, 3.262932670E-03
      2386,-3.143252805E-02,-3.789101304E-16, 3.636700809E-01, 5.354557495E+02,-8.668103218E+00, 4.304889778E-14, 3.861128998E+01, 4.082569107E-02, 3.220316421E-03
      2387,-2.396303974E-02,-3.959437777E-16, 3.670639098E-01, 5.901129761E+02,-1.178652287E+01, 6.050715484E-14, 3.772661972E+01, 3.168857470E-02, 2.465324474E-03
      2388,-1.126873400E-02,-3.890149953E-16, 3.656936586E-01, 5.225210571E+02,-1.486662674E+01, 7.424789950E-14, 3.818284988E+01, 2.453733049E-02, 2.465324474E-03
      2389,-5.883231759E-02,-2.775785202E-16, 3.404098749E-01, 3.174225159E+02,-6.034060001E+00, 2.284283873E-14, 4.472837067E+01, 7.596202940E-02, 3.736344812E-03
      2390,-7.693351060E-02,-1.777567461E-16, 3.067517281E-01, 1.798497162E+02,-4.331500530E+00, 8.660606954E-15, 4.678957367E+01, 1.115045175E-01, 3.356336410E-03
      2391,-6.820993870E-02,-2.201768046E-16, 3.234228492E-01, 2.367175446E+02,-5.045290947E+00, 1.340247358E-14, 4.602763748E+01, 9.385602921E-02, 3.412204058E-03
      2392,-4.869718850E-02,-3.422031106E-16, 3.558647335E-01, 4.199060974E+02,-6.789459229E+00, 3.219646771E-14, 4.218840408E+01, 5.897238106E-02, 3.262932670E-03
      2393,-3.850366920E-02,-4.066132694E-16, 3.690936565E-01, 5.764046021E+02,-7.294025898E+00, 3.969047313E-14, 3.864740753E+01, 4.364705831E-02, 3.220316421E-03
      2394,-6.857614964E-02,-2.569275922E-16, 3.347340524E-01, 2.667244568E+02,-4.772600174E+00, 1.834643548E-14, 4.514860916E+01, 8.903382719E-02, 3.412204058E-03
      2395,-8.765256405E-02,-1.695250549E-16, 3.028888404E-01, 1.735967255E+02,-3.923050880E+00, 4.718447855E-15, 4.676671982E+01, 1.195333079E-01, 3.356336410E-03
      2396,-7.696014643E-02,-2.041220098E-16, 3.177329004E-01, 2.087957611E+02,-4.301869392E+00, 1.210143097E-14, 4.616737366E+01, 1.063103825E-01, 3.356336410E-03
      2397,-7.907429338E-02,-3.292224631E-16, 3.528449535E-01, 3.344596252E+02,-3.583630085E+00, 1.595945598E-14, 4.352759552E+01, 8.886241168E-02, 4.592999864E-03
      2398,-6.766899675E-02,-3.522270309E-16, 3.579483926E-01, 3.943321533E+02,-4.615375519E+00, 2.392530618E-14, 4.281419754E+01, 7.456590235E-02, 3.676955113E-03
      2399,-5.834626779E-02,-3.220073041E-16, 3.513189256E-01, 3.830573120E+02,-5.162259579E+00, 2.252018017E-14, 4.271554947E+01, 7.051776350E-02, 3.676955113E-03
      2400,-7.949540019E-02,-2.783518348E-16, 3.405396938E-01, 3.046651611E+02,-4.118445396E+00, 1.554312234E-14, 4.508368683E+01, 9.328594059E-02, 4.592999864E-03
      2401,-5.712761078E-03,-4.344289844E-16, 3.743721545E-01, 7.070189819E+02,-1.870812988E+01, 1.029176744E-13, 3.307549667E+01, 1.429775544E-02, 2.135601547E-03
      2402,-2.324483357E-02,-4.373001349E-16, 3.749099672E-01, 7.310220947E+02,-1.011026287E+01, 5.453970608E-14, 3.340634537E+01, 2.742784098E-02, 2.374085107E-03
      2403,-1.118310913E-02,-4.261565959E-16, 3.728429973E-01, 6.929809570E+02,-1.642354012E+01, 8.726352974E-14, 3.282818604E+01, 1.831158623E-02, 2.135601547E-03
      2404,-1.050431952E-01,-3.371633440E-16, 3.543530703E-01, 2.695811157E+02,-1.984833717E+00, 1.015854068E-14, 4.470589828E+01, 1.136224642E-01, 5.521878059E-03
      2405,-8.992590755E-02,-3.670848887E-16, 3.609093428E-01, 3.556007690E+02,-2.647076607E+00, 1.681987882E-14, 4.396691895E+01, 9.504457563E-02, 5.410240542E-03
      2406,-1.046749279E-01,-2.732296677E-16, 3.389400244E-01, 2.426824951E+02,-2.726339340E+00, 8.881784197E-15, 4.574628830E+01, 1.176589727E-01, 5.521878059E-03
      2407,-8.997875452E-02,-2.522805577E-16, 3.331910074E-01, 2.504387360E+02,-3.424247026E+00, 1.687538997E-14, 4.565295410E+01, 1.075866520E-01, 5.265028700E-03
      2408,-6.568532437E-02,-4.076929188E-16, 3.692306280E-01, 4.441385803E+02,-3.006616354E+00, 1.353084311E-14, 4.151152039E+01, 7.042694092E-02, 4.086404641E-03
      2409,-4.743226245E-02,-3.896319000E-16, 3.657687902E-01, 5.115233765E+02,-4.855709076E+00, 2.341182803E-14, 3.960206604E+01, 5.403633416E-02, 5.495892781E-03
      2410,-1.664651372E-02,-4.519253763E-16, 3.775632679E-01, 7.970011597E+02,-1.218428802E+01, 6.861178292E-14, 3.247572327E+01, 2.210231498E-02, 2.374085107E-03
      2411,-8.780971169E-02,-2.148015600E-16, 3.216953874E-01, 2.203518982E+02,-3.907274008E+00, 7.882583475E-15, 4.618381882E+01, 1.106684208E-01, 5.265028700E-03
      2412,-9.488201141E-02,-1.914511645E-16, 3.124372363E-01, 1.871249237E+02,-3.260581732E+00, 1.812439088E-14, 4.663411713E+01, 1.246353239E-01, 4.907234591E-03
      2413,-3.670334071E-02,-4.530463186E-16, 3.777587712E-01, 6.681455078E+02,-5.403448105E+00, 2.867150961E-14, 3.579921722E+01, 3.897716850E-02, 2.742671418E-03
      2414,-2.891399525E-02,-4.666994838E-16, 3.801812232E-01, 7.499660034E+02,-6.549918652E+00, 3.860800568E-14, 3.459511566E+01, 3.285916522E-02, 2.742671418E-03
      2415,-8.697276562E-02,-4.352727880E-16, 3.743329048E-01, 3.859211426E+02,-1.167931199E+00, 3.080868893E-15, 4.271522141E+01, 8.718618006E-02, 4.008107427E-03
      2416,-7.413747907E-02,-4.528762767E-16, 3.775508106E-01, 4.374215088E+02,-1.656562805E+00, 1.398881011E-14, 4.196774673E+01, 7.727882266E-02, 4.008107427E-03
      2417,-1.154875085E-01,-2.350367933E-16, 3.271444738E-01, 2.200220490E+02,-2.310023069E+00, 2.123301535E-14, 4.614316177E+01, 1.287834048E-01, 5.521878059E-03
      2418,-5.509767309E-02,-4.249019813E-16, 3.725052178E-01, 4.921532898E+02,-3.515630722E+00, 2.214894934E-14, 4.097759628E+01, 6.211627275E-02, 4.086404641E-03
      2419,-1.078636274E-01,-1.907372613E-16, 3.121372759E-01, 1.773090668E+02,-3.085712671E+00, 1.068589661E-15, 4.670336533E+01, 1.328380853E-01, 4.907234591E-03
      2420,-1.175392196E-01,-3.931879560E-16, 3.656877279E-01, 2.905379333E+02,-1.090184331E+00, 1.548761119E-14, 4.499306488E+01, 1.177649796E-01, 5.973419149E-03
      2421,-7.017608732E-02,-5.179031019E-16, 3.888734877E-01, 4.814617004E+02,-1.033740640E+00, 2.831068713E-15, 4.152915192E+01, 7.318130136E-02, 4.008107427E-03
      2422,-4.285928234E-02,-4.904200062E-16, 3.842760324E-01, 6.877665405E+02,-2.575766325E+00, 1.815214645E-14, 3.727376938E+01, 4.362984002E-02, 3.352640669E-03
      2423,-2.707252465E-02,-5.117540663E-16, 3.879348934E-01, 8.832399292E+02,-4.259430885E+00, 2.364775042E-14, 3.196099854E+01, 2.793939970E-02, 2.459718805E-03
      2424,-1.597254910E-02,-4.932742426E-16, 3.848106563E-01, 9.902317505E+02,-8.074341774E+00, 4.665712261E-14, 2.777408028E+01, 1.811210066E-02, 1.269961846E-03
      2425,-1.336192042E-01,-2.353099614E-16, 3.272356093E-01, 1.939323273E+02,-1.854910851E+00,-4.538036613E-15, 4.663478851E+01, 1.492835283E-01, 5.661553745E-03
      2426,-1.139498353E-01,-1.632177432E-16, 2.985567749E-01, 1.601609955E+02,-2.911735058E+00, 1.360023205E-14, 4.732600021E+01, 1.423215717E-01, 4.907234591E-03
      2427,-1.365701705E-01,-3.793974920E-16, 3.629714251E-01, 2.338874969E+02,-1.025967121E+00,-4.836409051E-15, 4.566788864E+01, 1.402977705E-01, 7.368931536E-03
      2428,-1.116503403E-01,-4.833201231E-16, 3.828055561E-01, 3.065906372E+02,-6.310786605E-01,-1.915134717E-15, 4.428578186E+01, 1.114667132E-01, 5.973419149E-03
      2429,-9.620117396E-02,-4.954834104E-16, 3.848944604E-01, 3.492200317E+02,-8.080990911E-01, 1.132427485E-14, 4.373346329E+01, 9.978292137E-02, 5.973419149E-03
      2430,-5.895127729E-02,-5.270748806E-16, 3.903954327E-01, 5.679373169E+02,-1.130160809E+00, 1.093569679E-14, 4.006459808E+01, 6.019899249E-02, 3.863748614E-03
      2431,-5.232502148E-02,-4.792570649E-16, 3.823473454E-01, 5.705985107E+02,-2.018615246E+00, 9.048317651E-15, 3.964848328E+01, 5.599501356E-02, 3.863748614E-03
      2432,-3.969018534E-02,-5.403718155E-16, 3.926587105E-01, 7.375628662E+02,-1.313515663E+00, 5.884182031E-15, 3.596206665E+01, 4.055292532E-02, 3.352640669E-03
      2433,-3.169277683E-02,-5.480526574E-16, 3.938951194E-01, 8.783248901E+02,-2.703133106E+00, 1.876276912E-14, 3.336458588E+01, 3.083649650E-02, 2.459718805E-03
      2434,-2.072939835E-02,-5.237035306E-16, 3.899109662E-01, 9.738989258E+02,-5.102596760E+00, 3.233524559E-14, 3.055717850E+01, 2.300812677E-02, 2.459718805E-03
      2435,-1.123800129E-02,-5.086464083E-16, 3.874009550E-01, 1.093523682E+03,-9.440978050E+00, 5.662137426E-14, 2.618608284E+01, 1.413066033E-02, 1.269961846E-03
      2436,-1.451192945E-01,-2.968902626E-16, 3.442129791E-01, 2.063949127E+02,-1.413808107E+00, 1.758315715E-14, 4.651197433E+01, 1.527253091E-01, 5.661553745E-03
      2437,-1.419399530E-01,-1.849709257E-16, 3.085028231E-01, 1.700696259E+02,-1.851888061E+00, 1.521005544E-14, 4.720602036E+01, 1.610104591E-01, 5.661553745E-03
      2438,-9.042484313E-02,-5.744482686E-16, 3.980084360E-01, 3.946640930E+02, 3.715348542E-01,-6.272760089E-15, 4.289011383E+01, 8.967766911E-02, 4.345186551E-03
      2439,-7.723505050E-02,-5.792644980E-16, 3.987696171E-01, 4.435593567E+02, 2.992174029E-01, 2.761679774E-15, 4.226980591E+01, 7.978095859E-02, 4.345186551E-03
      2440,-4.476822540E-02,-5.880120190E-16, 4.002402723E-01, 7.192654419E+02, 9.974046052E-02, 2.442490654E-15, 3.708066559E+01, 4.388852790E-02, 3.352640669E-03
      2441,-2.859293111E-02,-5.947090320E-16, 4.013209641E-01, 9.021030273E+02, 1.326662183E+00,-1.054711873E-14, 3.086803246E+01, 2.862343006E-02, 2.642158867E-03
      2442,-1.481176317E-01,-4.707938823E-16, 3.802898228E-01, 2.360920563E+02,-6.176674273E-03, 1.007527395E-14, 4.596796799E+01, 1.475991607E-01, 6.448621052E-03
      2443,-1.209039018E-01,-5.657025476E-16, 3.964325488E-01, 2.969089661E+02, 4.514676929E-01, 4.163336342E-15, 4.501609802E+01, 1.195213869E-01, 4.985026515E-03
      2444,-9.764554352E-02,-6.530364090E-16, 4.101144969E-01, 3.692807617E+02, 9.033162594E-01,-1.776356839E-15, 4.364109802E+01, 9.542515129E-02, 4.345186551E-03
      2445,-5.456357822E-02,-5.858779724E-16, 3.999056518E-01, 6.157349854E+02, 1.271645904E+00,-1.069283551E-14, 3.866792297E+01, 5.573263764E-02, 3.482198085E-03
      2446,-4.018702358E-02,-6.390111316E-16, 4.081290066E-01, 7.067512817E+02, 2.726758480E+00,-1.965094754E-14, 3.453952789E+01, 4.009463638E-02, 2.810530796E-03
      2447,-3.200913966E-02,-6.380273558E-16, 4.079732895E-01, 8.117667236E+02, 3.137521982E+00,-1.898481372E-14, 3.280414200E+01, 3.399080411E-02, 2.810530796E-03
      2448,-1.679881066E-01,-2.888981891E-16, 3.421774805E-01, 1.767526550E+02,-8.583503962E-01,-8.066464163E-15, 4.681363678E+01, 1.762572676E-01, 7.872938163E-03
      2449,-1.703492552E-01,-4.800304060E-16, 3.818839490E-01, 1.959953918E+02,-1.421955228E-01,-6.064593272E-15, 4.656340027E+01, 1.715598553E-01, 6.875833094E-03
      2450,-1.383402497E-01,-5.669668501E-16, 3.966332376E-01, 2.536955109E+02, 1.917276978E-01,-7.133182933E-15, 4.568315887E+01, 1.395029873E-01, 6.448621052E-03
      2451,-1.126754209E-01,-6.564539752E-16, 4.106275141E-01, 3.089456482E+02, 9.033780098E-01,-9.558326353E-15, 4.462802887E+01, 1.138536781E-01, 4.985026515E-03
      2452,-7.132781297E-02,-6.485047827E-16, 4.095142186E-01, 4.884549255E+02, 1.428812504E+00,-1.199040867E-14, 4.081049347E+01, 6.879129261E-02, 3.482198085E-03
      2453,-5.988114700E-02,-6.459464785E-16, 4.091283381E-01, 5.531693115E+02, 1.860005379E+00,-9.325873407E-15, 3.966642761E+01, 6.021471322E-02, 3.482198085E-03
      2454,-1.883629896E-02,-5.658296555E-16, 3.967659473E-01, 1.086347900E+03, 8.732967377E-01,-6.883382753E-15, 2.571650887E+01, 1.918761991E-02, 1.597435439E-03
      2455,-2.207958139E-02,-6.005366187E-16, 4.022157192E-01, 1.059321655E+03, 2.039026260E+00,-1.149080830E-14, 2.755764580E+01, 2.165214904E-02, 1.597435439E-03
      2456,-1.816706061E-01,-3.806418893E-16, 3.625299633E-01, 1.818776703E+02,-2.556403577E-01, 1.763866830E-14, 4.689377213E+01, 1.816624254E-01, 6.875833094E-03
      2457,-1.463923603E-01,-6.706904285E-16, 4.127001762E-01, 2.447028198E+02, 5.893352628E-01, 5.065392550E-16, 4.597360229E+01, 1.457780898E-01, 6.448621052E-03
      2458,-1.099577770E-01,-8.405192639E-16, 4.375466108E-01, 2.886661987E+02, 2.375503063E+00,-1.681987882E-14, 4.450305557E+01, 1.111356467E-01, 4.376228035E-03
      2459,-1.196124777E-01,-7.535397269E-16, 4.249778092E-01, 2.919403992E+02, 1.355584741E+00,-7.015221737E-15, 4.498209763E+01, 1.200920269E-01, 4.985026515E-03
      2460,-8.989725262E-02,-7.325874141E-16, 4.219599962E-01, 3.573153992E+02, 2.233155727E+00,-1.709743458E-14, 4.336703110E+01, 9.379331768E-02, 4.376228035E-03
      2461,-7.676932216E-02,-7.232395585E-16, 4.205985367E-01, 4.398120422E+02, 2.800110817E+00,-1.691702334E-14, 4.203113556E+01, 7.741200179E-02, 4.119570818E-03
      2462,-5.390178785E-02,-7.051349704E-16, 4.179791212E-01, 5.722951050E+02, 2.690924644E+00,-1.976196984E-14, 3.929734421E+01, 5.664220825E-02, 3.482198085E-03
      2463,-1.384908333E-02,-5.752194921E-16, 3.982541263E-01, 1.248695068E+03,-2.845176756E-01, 3.330669074E-15, 2.042030716E+01, 1.290079672E-02, 2.141217707E-03
      2464,-4.400300980E-02,-6.960655769E-16, 4.166451693E-01, 6.555331421E+02, 4.743780613E+00,-3.040623309E-14, 3.795988846E+01, 4.470673949E-02, 3.020788500E-03
      2465,-2.760476433E-02,-6.836644851E-16, 4.148297310E-01, 8.405215454E+02, 6.315953255E+00,-4.395095399E-14, 3.192824364E+01, 2.966603264E-02, 2.280482770E-03
      2466,-1.771543026E-01,-5.899050847E-16, 4.002592862E-01, 1.900278320E+02, 4.562298954E-01, 2.284630818E-15, 4.687937927E+01, 1.791178584E-01, 7.655165064E-03
      2467,-1.629748195E-01,-6.843921923E-16, 4.147321880E-01, 2.010404358E+02, 6.461157799E-01,-8.687495168E-15, 4.663986588E+01, 1.690076590E-01, 7.655165064E-03
      2468,-1.358930767E-01,-7.665118248E-16, 4.268498421E-01, 2.521054840E+02, 1.441709042E+00,-1.177183351E-14, 4.550614166E+01, 1.372474730E-01, 6.532199592E-03
      2469,-9.527244419E-02,-8.229846231E-16, 4.350418150E-01, 3.231393433E+02, 2.661895990E+00,-1.795785742E-14, 4.396968842E+01, 1.000091955E-01, 4.376228035E-03
      2470,-6.920111924E-02,-7.906853510E-16, 4.303985834E-01, 4.341438599E+02, 3.538742304E+00,-2.531308496E-14, 4.157541656E+01, 7.365575433E-02, 4.119570818E-03
      2471,-5.778025463E-02,-7.751390671E-16, 4.281650484E-01, 4.767988281E+02, 4.031206608E+00,-2.697841950E-14, 4.099403000E+01, 6.495822966E-02, 4.119570818E-03
      2472,-3.805359080E-02,-7.450637859E-16, 4.238275588E-01, 6.405538330E+02, 6.067733288E+00,-4.246603069E-14, 3.725984955E+01, 4.190954939E-02, 3.020788500E-03
      2473,-2.983322926E-02,-7.336465229E-16, 4.221678078E-01, 7.521063232E+02, 7.790046215E+00,-5.273559367E-14, 3.535426331E+01, 3.282723948E-02, 2.280482770E-03
      2474,-2.091996372E-02,-6.810888167E-16, 4.144393206E-01, 9.082651978E+02, 7.276970387E+00,-4.785061236E-14, 3.106293488E+01, 2.473399043E-02, 2.280482770E-03
      2475,-1.881098934E-02,-6.412791682E-16, 4.084776342E-01, 1.062863159E+03, 7.711631775E+00,-5.218048216E-14, 2.517897034E+01, 1.866299473E-02, 2.033956598E-03
      2476,-2.061325759E-01,-3.687740313E-16, 3.600092828E-01, 1.506826477E+02,-9.272356331E-02,-1.285430096E-14, 4.739581680E+01, 2.125709951E-01, 8.401095845E-03
      2477,-1.701708436E-01,-7.970859025E-16, 4.312933683E-01, 1.940220947E+02, 1.194799900E+00,-6.970118926E-15, 4.670326614E+01, 1.709439456E-01, 8.509452467E-03
      2478,-1.944148391E-01,-6.563815009E-16, 4.102091789E-01, 1.774717865E+02, 4.677862227E-01, 3.431283035E-15, 4.704169464E+01, 1.923143268E-01, 7.655165064E-03
      2479,-1.601505578E-01,-8.950359984E-16, 4.454048872E-01, 1.943638306E+02, 1.488186598E+00,-9.364037323E-15, 4.654929733E+01, 1.656536013E-01, 8.509452467E-03
      2480,-1.424552202E-01,-8.781635786E-16, 4.429933727E-01, 2.304660339E+02, 1.689680219E+00,-1.237898672E-14, 4.594104767E+01, 1.444972754E-01, 6.532199592E-03
      2481,-8.597695082E-02,-8.970754420E-16, 4.456726015E-01, 3.336980286E+02, 3.011349440E+00,-2.045585923E-14, 4.377299118E+01, 9.569149464E-02, 4.376228035E-03
      2482,-1.151219681E-01,-9.445381921E-16, 4.525972903E-01, 2.463759766E+02, 2.719321489E+00,-2.063627047E-14, 4.541526794E+01, 1.258110702E-01, 6.937307279E-03
      2483,-5.036916956E-02,-8.306295190E-16, 4.361409843E-01, 4.825086975E+02, 6.089872837E+00,-4.268807530E-14, 4.032295990E+01, 5.800981447E-02, 3.924692055E-03
      2484,-4.054128379E-02,-8.096237371E-16, 4.331375062E-01, 5.738491211E+02, 7.273602962E+00,-5.045963647E-14, 3.937707901E+01, 4.615677893E-02, 3.020788500E-03
      2485,-1.332688052E-02,-6.440643713E-16, 4.088966548E-01, 1.127649414E+03, 8.990546227E+00,-5.820344207E-14, 2.360020638E+01, 1.464769524E-02, 2.033956598E-03
      2486,-2.233008742E-01,-4.717365770E-16, 3.799272776E-01, 1.419901276E+02, 4.442900419E-02, 9.117706590E-15, 4.758428955E+01, 2.237378359E-01, 8.401095845E-03
      2487,-2.157410383E-01,-6.167224125E-16, 4.042013586E-01, 1.527049255E+02, 2.538626194E-01,-7.521760992E-15, 4.740553665E+01, 2.170400769E-01, 8.401095845E-03
      2488,-1.313388199E-01,-9.692104619E-16, 4.561719894E-01, 2.229475708E+02, 2.480385065E+00,-1.484923295E-14, 4.573186493E+01, 1.381727904E-01, 6.937307279E-03
      2489,-7.303355634E-02,-8.741240785E-16, 4.423907995E-01, 3.727478027E+02, 4.570037365E+00,-3.219646771E-14, 4.332433701E+01, 8.042956144E-02, 4.540395847E-03
      2490,-6.400572509E-02,-9.349398265E-16, 4.511245787E-01, 3.550950317E+02, 5.310570717E+00,-3.629735401E-14, 4.324385834E+01, 7.723555714E-02, 4.540395847E-03
      2491,-5.276220664E-02,-9.069916567E-16, 4.471083581E-01, 4.107844543E+02, 6.654188633E+00,-4.674038934E-14, 4.243311691E+01, 6.325265765E-02, 3.924692055E-03
      2492,-2.418512851E-02,-7.756932384E-16, 4.282619953E-01, 6.265883179E+02, 1.053077221E+01,-7.346900865E-14, 3.521082687E+01, 3.115434758E-02, 2.341600325E-03
      2493,-1.644624956E-02,-7.183478373E-16, 4.199395180E-01, 8.574173584E+02, 1.213286209E+01,-8.348877145E-14, 2.985185051E+01, 2.020651475E-02, 2.123228059E-03
      2494,-2.509365380E-01,-4.329671379E-16, 3.728096187E-01, 1.291248474E+02, 1.146151498E-01,-8.354428260E-15, 4.778252792E+01, 2.448768169E-01, 8.401095845E-03
      2495,-1.888374835E-01,-7.938430898E-16, 4.308269322E-01, 1.658274231E+02, 1.126134396E+00,-8.985867606E-15, 4.717880630E+01, 1.930848062E-01, 7.345746361E-03
      2496,-1.671267152E-01,-1.015580116E-15, 4.631924331E-01, 1.766472778E+02, 1.895887733E+00,-1.769417945E-14, 4.706931686E+01, 1.748825312E-01, 6.750059653E-03
      2497,-1.040884629E-01,-1.022052295E-15, 4.639658630E-01, 2.517838440E+02, 3.439603567E+00,-2.101097074E-14, 4.516234589E+01, 1.152722761E-01, 5.230103156E-03
      2498,-8.962877840E-02,-9.921242913E-16, 4.595459402E-01, 2.708727417E+02, 3.905137777E+00,-2.856048731E-14, 4.494695282E+01, 1.040742099E-01, 5.230103156E-03
      2499,-6.620334834E-02,-1.021292506E-15, 4.638445377E-01, 3.081086121E+02, 5.680911064E+00,-3.941291737E-14, 4.477140427E+01, 8.338595182E-02, 4.540395847E-03
      2500,-3.331065550E-02,-8.537176783E-16, 4.394486845E-01, 4.560177307E+02, 9.354322433E+00,-6.544764730E-14, 3.916235733E+01, 4.424017295E-02, 3.047467733E-03
      2501,-2.517486550E-02,-8.312044426E-16, 4.362329543E-01, 5.432384033E+02, 1.140680122E+01,-7.971401317E-14, 3.876655579E+01, 3.470497951E-02, 2.341600325E-03
      2502,-1.748294942E-02,-7.629701683E-16, 4.264241159E-01, 7.452551270E+02, 1.391907310E+01,-9.614531393E-14, 3.395145798E+01, 2.290665172E-02, 2.123228059E-03
      2503,-1.083877403E-02,-7.123170686E-16, 4.190548658E-01, 9.072183838E+02, 1.427433968E+01,-9.670042544E-14, 2.915722656E+01, 1.604856551E-02, 2.123228059E-03
      2504,-2.334704250E-01,-7.539925719E-16, 4.247916639E-01, 1.356450348E+02, 7.143829465E-01,-5.689893001E-16, 4.771768188E+01, 2.354245037E-01, 9.428943579E-03
      2505,-2.224337906E-01,-9.108380333E-16, 4.477702677E-01, 1.409177704E+02, 9.037020206E-01,-4.349819116E-15, 4.765344238E+01, 2.293385565E-01, 9.428943579E-03
