nodenumber,    x-coordinate,    y-coordinate,  turb-diss-rate,turb-kinetic-energy,      y-velocity,      x-velocity,        pressure,boundary-normal-dist
      9567,-8.451309800E-01, 1.312813759E-01, 5.892607849E-03, 4.200222902E-03, 3.127202034E+00, 4.349134445E+01, 6.358428955E+02, 5.966852233E-02
      9568, 2.289727628E-01, 1.312919110E-01, 4.400207422E+04, 1.301896381E+01,-4.493115616E+01,-2.207902145E+01,-7.499627686E+02, 0.000000000E+00
      9569,-2.543042600E-01, 1.312930584E-01, 2.131373438E+04, 7.879812241E+00, 4.495560837E+01,-2.207880783E+01, 1.656911621E+03, 0.000000000E+00
      9570, 3.088552952E+00, 1.313487738E-01, 1.919409424E+03, 6.084237289E+01,-1.289752126E+00, 3.990353394E+01, 2.609002304E+01, 1.688511670E-01
      9571,-2.618587017E-01, 1.313601136E-01, 1.901233398E+03, 9.863759995E+00, 1.742164040E+01,-7.560750008E+00, 1.657716187E+03, 6.761464290E-03
      9572,-2.714470029E-01, 1.313947439E-01, 7.554928589E+02, 8.000553131E+00, 1.580286407E+01,-5.230946064E+00, 1.656676025E+03, 1.542250067E-02
      9573,-2.899678051E-01, 1.314083636E-01, 4.272900772E+01, 8.621690869E-01, 1.460257626E+01,-1.426990867E+00, 1.650959839E+03, 3.232686967E-02
      9574,-3.385228217E-01, 1.314330101E-01, 6.221341133E+00, 2.580630481E-01, 1.672993088E+01, 6.708435535E+00, 1.592306763E+03, 7.743618637E-02
      9575,-6.953234673E-01, 1.314415038E-01, 1.203804556E-02, 4.575655330E-03, 5.110294819E+00, 3.554634476E+01, 1.009078735E+03, 6.260351092E-02
      9576, 2.793922722E-01, 1.315292269E-01, 2.004003601E+02, 1.118025494E+01,-2.336715937E+00,-1.579295397E+00,-7.442058105E+02, 4.588533938E-02
      9577,-8.060510755E-01, 1.315437853E-01, 6.907211617E-03, 4.259612877E-03, 3.059928417E+00, 4.136220932E+01, 7.464301758E+02, 6.139954180E-02
      9578,-5.150671005E-01, 1.315789819E-01, 3.132348022E+02, 2.733150959E+00, 9.871320724E+00, 2.418579674E+01, 1.338435181E+03, 1.415280551E-01
      9579,-3.535910845E-01, 1.316906363E-01, 1.971020699E+01, 5.747773051E-01, 1.689555931E+01, 8.911460876E+00, 1.560590088E+03, 9.153310210E-02
      9580,-4.829875827E-01, 1.317140460E-01, 1.204091797E+03, 8.473250389E+00, 8.174378395E+00, 1.716116142E+01, 1.385943848E+03, 1.467863917E-01
      9581,-3.247128427E-01, 1.317183077E-01, 3.129168987E+00, 1.492333561E-01, 1.614062500E+01, 4.419122696E+00, 1.614520630E+03, 6.440468132E-02
      9582,-7.386689782E-01, 1.317197233E-01, 9.433544241E-03, 4.412528593E-03, 4.068899632E+00, 3.777430344E+01, 9.153145142E+02, 6.316245347E-02
      9583, 3.879787624E-01, 1.317375153E-01, 2.658075867E+02, 1.463783836E+01, 2.685437202E-01,-2.407779455E+00,-7.481420898E+02, 1.483573616E-01
      9584,-9.612258673E-01, 1.317503899E-01, 3.773503471E-03, 4.079775885E-03, 6.149674416E+00, 4.439529419E+01, 5.722711182E+02, 6.821044534E-02
      9585,-2.832836509E-01, 1.317763031E-01, 1.311014099E+02, 2.058410168E+00, 1.470040321E+01,-2.715229750E+00, 1.653118896E+03, 2.605051175E-02
      9586, 3.008576870E+00, 1.318362504E-01, 2.040874023E+03, 6.304916000E+01,-1.394778728E+00, 3.959292603E+01, 3.104964256E+01, 1.688363552E-01
      9587,-5.045782328E-01, 1.319948584E-01, 6.086611328E+02, 4.632918358E+00, 9.655777931E+00, 2.240412140E+01, 1.354967529E+03, 1.469315886E-01
      9588,-4.939123392E-01, 1.320650280E-01, 9.520687256E+02, 6.796000481E+00, 9.087066650E+00, 2.004873276E+01, 1.370966064E+03, 1.470687389E-01
      9589,-3.695867360E-01, 1.323164850E-01, 6.013140869E+01, 1.196576118E+00, 1.600005722E+01, 1.047129631E+01, 1.523323975E+03, 1.064736620E-01
      9590, 2.928596735E+00, 1.323242337E-01, 2.174842041E+03, 6.542436981E+01,-1.513546586E+00, 3.924280548E+01, 3.646615601E+01, 1.688220501E-01
      9591, 7.955840230E-01, 1.323769540E-01, 2.287788330E+03, 6.195212555E+01, 4.930529594E+00,-7.751501560E+00,-7.250931396E+02, 1.554789841E-01
      9592, 2.370806485E-01, 1.323934048E-01, 1.632319824E+03, 1.010672855E+01,-5.774538517E+00,-2.946701050E+00,-7.464212646E+02, 6.817453075E-03
      9593,-1.008074641E+00, 1.324976981E-01, 3.386997152E-03, 4.044000991E-03, 4.836804390E+00, 4.396477509E+01, 6.043056641E+02, 9.906382114E-02
      9594,-8.527454734E-01, 1.325647980E-01, 5.586402491E-03, 4.187755287E-03, 3.301371098E+00, 4.387783813E+01, 6.148059082E+02, 6.065258756E-02
      9595,-3.121302724E-01, 1.326083243E-01, 6.565244198E+00, 2.230193019E-01, 1.565650940E+01, 2.272762060E+00, 1.627589844E+03, 5.235461891E-02
      9596, 2.348466367E-01, 1.326838583E-01, 3.416958984E+03, 1.112176323E+01,-7.146923542E+00,-3.513507605E+00,-7.467642822E+02, 4.674957134E-03
      9597,-7.638203502E-01, 1.327254921E-01, 8.165544830E-03, 4.340311512E-03, 3.637449265E+00, 3.911299133E+01, 8.546683350E+02, 6.378445029E-02
      9598,-8.132900000E-01, 1.327290386E-01, 6.559155416E-03, 4.244083073E-03, 3.086409092E+00, 4.175916290E+01, 7.261287231E+02, 6.232899427E-02
      9599, 2.848612785E+00, 1.328129917E-01, 2.323349609E+03, 6.799324036E+01,-1.647938132E+00, 3.884761429E+01, 4.230244446E+01, 1.688084751E-01
      9600,-9.526656270E-01, 1.329144388E-01, 3.839636454E-03, 4.086357541E-03, 6.235823154E+00, 4.467069244E+01, 5.566149902E+02, 6.574925035E-02
      9601,-5.943142176E-01, 1.329895705E-01, 2.507579327E-02, 5.480353720E-03, 8.063032150E+00, 3.022903824E+01, 1.196369629E+03, 7.840399444E-02
      9602,-6.859465241E-01, 1.330152303E-01, 1.226317137E-02, 4.602154251E-03, 5.444769859E+00, 3.511151123E+01, 1.025767944E+03, 6.389211118E-02
      9603,-2.574298382E-01, 1.330461055E-01, 9.994825195E+03, 1.221905518E+01, 2.063777924E+01,-9.594512939E+00, 1.651264648E+03, 2.038201084E-03
      9604,-2.670916319E-01, 1.330520511E-01, 1.143571411E+03, 9.584569931E+00, 1.673026276E+01,-6.298285007E+00, 1.651598633E+03, 1.077349950E-02
      9605, 2.321537286E-01, 1.330734342E-01, 1.526378906E+04, 1.527044582E+01,-1.062470055E+01,-5.210316658E+00,-7.470983887E+02, 2.075477038E-03
      9606, 2.768623114E+00, 1.333027631E-01, 2.488859863E+03, 7.078568268E+01,-1.800110340E+00, 3.840086746E+01, 4.849028015E+01, 1.687958986E-01
      9607,-3.861231208E-01, 1.334014088E-01, 1.595282135E+02, 2.332133055E+00, 1.373747349E+01, 1.082150650E+01, 1.486333252E+03, 1.218693852E-01
      9608,-8.605632782E-01, 1.334999949E-01, 5.332976580E-03, 4.176586866E-03, 3.495364666E+00, 4.425262070E+01, 5.941428833E+02, 6.128489226E-02
      9609, 2.512835562E-01, 1.335044950E-01, 4.224860229E+02, 1.047162056E+01,-3.704611778E+00,-1.976479053E+00,-7.446173706E+02, 1.925569773E-02
      9610, 2.311455607E-01, 1.335585415E-01, 3.237816406E+04, 1.473733616E+01,-1.488523197E+01,-7.069737911E+00,-7.483629761E+02, 9.566726512E-04
      9611,-2.564583719E-01, 1.335701644E-01, 1.671052344E+04, 1.011621475E+01, 2.362081146E+01,-1.143228340E+01, 1.648151611E+03, 9.352882626E-04
      9612,-7.161418796E-01, 1.336359233E-01, 1.014052890E-02, 4.469868261E-03, 4.687370300E+00, 3.666548157E+01, 9.627448730E+02, 6.511314213E-02
      9613,-1.133045077E+00, 1.337128580E-01, 2.896416700E-03, 3.966318443E-03, 2.539543152E+00, 4.564340591E+01, 5.225049438E+02, 1.447026581E-01
      9614, 2.599990368E-01, 1.337490380E-01, 3.007307739E+02, 1.083643913E+01,-3.169311523E+00,-1.785612583E+00,-7.441371460E+02, 2.714047767E-02
      9615, 2.688623428E+00, 1.337938607E-01, 2.674363770E+03, 7.383727264E+01,-1.972467661E+00, 3.789506149E+01, 5.491952515E+01, 1.687845737E-01
      9616, 2.445508838E-01, 1.338054836E-01, 6.732204590E+02, 1.013603878E+01,-4.369697571E+00,-2.247744799E+00,-7.452225342E+02, 1.299118996E-02
      9617,-1.029491067E+00, 1.338384748E-01, 3.257171251E-03, 4.029048141E-03, 4.281459808E+00, 4.416547394E+01, 5.963590088E+02, 1.172247753E-01
      9618,-2.781820595E-01, 1.339184642E-01, 3.784875488E+02, 4.755847931E+00, 1.556938076E+01,-3.913521290E+00, 1.647416870E+03, 2.051787451E-02
      9619, 2.302850783E-01, 1.339766234E-01, 4.383247266E+04, 1.307256508E+01,-4.517523193E+01,-2.157967567E+01,-7.494625244E+02, 0.000000000E+00
      9620,-2.556165755E-01, 1.339777708E-01, 2.104452539E+04, 7.776787281E+00, 4.519969177E+01,-2.157946587E+01, 1.646219482E+03, 0.000000000E+00
      9621,-7.277109027E-01, 1.340160668E-01, 9.495245293E-03, 4.429926164E-03, 4.429422855E+00, 3.726502228E+01, 9.371725464E+02, 6.551755965E-02
      9622,-9.443400502E-01, 1.340665370E-01, 3.902892815E-03, 4.092817195E-03, 6.223903179E+00, 4.494617081E+01, 5.415637817E+02, 6.425321847E-02
      9623,-3.000131845E-01, 1.340770125E-01, 1.909051704E+01, 4.644002318E-01, 1.542837715E+01, 1.968862116E-01, 1.634456421E+03, 4.056136310E-02
      9624,-7.721875906E-01, 1.341133565E-01, 7.656804752E-03, 4.315940663E-03, 3.575783253E+00, 3.958394623E+01, 8.325805664E+02, 6.498129666E-02
      9625,-8.686516285E-01, 1.341624558E-01, 5.115370266E-03, 4.166231491E-03, 3.718528271E+00, 4.461248779E+01, 5.737236328E+02, 6.164349243E-02
      9626, 2.393925190E-01, 1.341829002E-01, 1.318016357E+03, 1.007856560E+01,-5.369008541E+00,-2.708313227E+00,-7.459732666E+02, 8.149482310E-03
      9627,-8.207185268E-01, 1.342429519E-01, 6.200927310E-03, 4.228777718E-03, 3.158303976E+00, 4.217131805E+01, 7.050476685E+02, 6.356983632E-02
      9628, 2.608607054E+00, 1.342866421E-01, 2.883483398E+03, 7.719011688E+01,-2.167644024E+00, 3.732189178E+01, 6.140996933E+01, 1.687747985E-01
      9629, 1.403484941E+00, 1.343312114E-01, 1.124103125E+04, 1.857444458E+02,-5.442274094E+00, 1.134906101E+01,-3.901218567E+02, 1.612509489E-01
      9630,-6.235342622E-01, 1.343540996E-01, 1.871071570E-02, 5.031089764E-03, 7.284926414E+00, 3.192701721E+01, 1.141090088E+03, 6.560147554E-02
      9631,-6.765119433E-01, 1.344351023E-01, 1.256599370E-02, 4.632789642E-03, 5.774950981E+00, 3.467490387E+01, 1.042185059E+03, 6.491252780E-02
      9632,-8.771555424E-01, 1.345432997E-01, 4.922692198E-03, 4.156369250E-03, 3.984230518E+00, 4.496210480E+01, 5.533995361E+02, 6.172370911E-02
      9633,-5.851419568E-01, 1.345770210E-01, 2.662261017E-02, 5.670745391E-03, 8.433625221E+00, 2.975300598E+01, 1.209986206E+03, 8.560236543E-02
      9634, 2.528563976E+00, 1.347813755E-01, 3.120550293E+03, 8.089326477E+01,-2.388606071E+00, 3.667205811E+01, 6.769104004E+01, 1.687668413E-01
      9635,-8.861674666E-01, 1.348494738E-01, 4.747449420E-03, 4.146678373E-03, 4.309294224E+00, 4.526414871E+01, 5.350450439E+02, 6.174572930E-02
      9636, 3.697669506E-01, 1.349442750E-01, 2.361275177E+02, 1.385162926E+01,-2.216009051E-02,-2.256610632E+00,-7.473421021E+02, 1.299894303E-01
      9637,-9.994505048E-01, 1.349883825E-01, 3.419578774E-03, 4.049758893E-03, 5.090186596E+00, 4.401504517E+01, 6.000671997E+02, 9.420841187E-02
      9638,-4.023866057E-01, 1.349890530E-01, 3.114285889E+02, 3.823201656E+00, 1.073297119E+01, 1.003254509E+01, 1.457598145E+03, 1.369601637E-01
      9639,-2.632573247E-01, 1.350825727E-01, 2.027750366E+03, 9.876763344E+00, 1.815522385E+01,-7.605935097E+00, 1.643841431E+03, 6.441192236E-03
      9640,-9.361777306E-01, 1.350906342E-01, 3.967958968E-03, 4.099259619E-03, 6.118805408E+00, 4.519370270E+01, 5.286393433E+02, 6.351589411E-02
      9641, 2.448468685E+00, 1.352782547E-01, 3.390843262E+03, 8.500550842E+01,-2.638998508E+00, 3.593416595E+01, 7.343064117E+01, 1.687607020E-01
      9642,-7.809263468E-01, 1.354112774E-01, 7.196814753E-03, 4.293356091E-03, 3.517937422E+00, 4.006352234E+01, 8.095878906E+02, 6.605124474E-02
      9643,-6.669891477E-01, 1.354454458E-01, 1.305072382E-02, 4.672416486E-03, 6.089021683E+00, 3.422038651E+01, 1.058845215E+03, 6.538268924E-02
      9644,-7.457970977E-01, 1.355184019E-01, 8.434946649E-03, 4.370573908E-03, 4.116421223E+00, 3.822734451E+01, 8.944407959E+02, 6.688459218E-02
      9645,-2.587138414E-01, 1.357664615E-01, 9.485473633E+03, 1.197053719E+01, 2.102043152E+01,-9.518383026E+00, 1.640342773E+03, 2.029943746E-03
      9646, 2.368341923E+00, 1.357764155E-01, 3.700299072E+03, 8.958998108E+01,-2.921980619E+00, 3.509458923E+01, 7.816352844E+01, 1.687556356E-01
      9647, 2.334640026E-01, 1.357900053E-01, 1.430670117E+04, 1.501810265E+01,-1.045879936E+01,-5.000073433E+00,-7.476005249E+02, 2.093202900E-03
      9648,-5.757145286E-01, 1.358200014E-01, 3.047488630E-02, 6.184041966E-03, 8.798663139E+00, 2.924650192E+01, 1.224497925E+03, 9.312298894E-02
      9649,-8.952431679E-01, 1.358341724E-01, 4.530330654E-03, 4.136382602E-03, 4.692865372E+00, 4.545628357E+01, 5.226182861E+02, 6.250207126E-02
      9650,-9.281299710E-01, 1.359168887E-01, 4.039237276E-03, 4.105782602E-03, 5.932952881E+00, 4.538984299E+01, 5.190402222E+02, 6.328529865E-02
      9651,-6.454079151E-01, 1.359215677E-01, 1.518063992E-02, 4.816357512E-03, 6.724938393E+00, 3.312677002E+01, 1.098562622E+03, 6.413409859E-02
      9652,-8.283991218E-01, 1.359435022E-01, 5.841057748E-03, 4.213850014E-03, 3.259868145E+00, 4.258618164E+01, 6.835755615E+02, 6.497881562E-02
      9653, 2.365580797E-01, 1.359565556E-01, 3.319248779E+03, 1.110654831E+01,-7.073624134E+00,-3.405454159E+00,-7.469502563E+02, 4.832653329E-03
      9654,-6.569615006E-01, 1.359681338E-01, 1.381253731E-02, 4.727755208E-03, 6.403740406E+00, 3.372548676E+01, 1.076832764E+03, 6.515274942E-02
      9655, 2.710527182E-01, 1.359724253E-01, 2.379863281E+02, 1.125107861E+01,-2.679556608E+00,-1.675306082E+00,-7.438003540E+02, 3.648468107E-02
      9656,-2.732103169E-01, 1.362563074E-01, 7.589600220E+02, 7.935989380E+00, 1.667440605E+01,-5.220864773E+00, 1.638998535E+03, 1.502625830E-02
      9657, 2.324399948E-01, 1.362642050E-01, 3.209736719E+04, 1.470322323E+01,-1.483617973E+01,-6.819888592E+00,-7.487120972E+02, 9.647402912E-04
      9658, 2.288172722E+00, 1.362744421E-01, 4.056331543E+03, 9.472521973E+01,-3.237167358E+00, 3.413884354E+01, 8.115774536E+01, 1.687501669E-01
      9659,-2.577409446E-01, 1.362783313E-01, 1.636362500E+04, 9.955879211E+00, 2.400072098E+01,-1.131491661E+01, 1.637478516E+03, 9.315229836E-04
      9660, 4.334342778E-01, 1.362849921E-01, 3.915748291E+02, 1.758390808E+01, 1.114944696E+00,-3.565358639E+00,-7.489074707E+02, 1.571125686E-01
      9661,-9.200763702E-01, 1.364315450E-01, 4.123651888E-03, 4.112567753E-03, 5.683381081E+00, 4.552207184E+01, 5.133508301E+02, 6.323400140E-02
      9662,-9.038155675E-01, 1.364709735E-01, 4.350428469E-03, 4.127363209E-03, 5.058111668E+00, 4.556019211E+01, 5.150929565E+02, 6.301482022E-02
      9663, 3.519308567E-01, 1.365185976E-01, 2.110168915E+02, 1.313404465E+01,-3.709174991E-01,-2.073195457E+00,-7.465578613E+02, 1.124815866E-01
      9664,-2.685510516E-01, 1.365820169E-01, 1.135856201E+03, 9.598060608E+00, 1.734337997E+01,-6.267561913E+00, 1.638268555E+03, 1.063870452E-02
      9665,-9.120472670E-01, 1.366664916E-01, 4.224304575E-03, 4.119664896E-03, 5.388992310E+00, 4.557857132E+01, 5.120816040E+02, 6.323216110E-02
      9666, 2.315674573E-01, 1.366757900E-01, 4.374588672E+04, 1.313708782E+01,-4.541374969E+01,-2.107764816E+01,-7.496563721E+02, 0.000000000E+00
      9667,-2.568989992E-01, 1.366769075E-01, 2.068259180E+04, 7.663333893E+00, 4.543820953E+01,-2.107744026E+01, 1.635549316E+03, 0.000000000E+00
      9668, 2.207948446E+00, 1.367693096E-01, 4.468776855E+03, 1.005143127E+02,-3.578877449E+00, 3.305316162E+01, 8.143270111E+01, 1.687412113E-01
      9669, 2.418886870E-01, 1.368227452E-01, 1.098743042E+03, 1.013850117E+01,-5.064465523E+00,-2.489123344E+00,-7.452831421E+02, 9.325354360E-03
      9670, 8.328899145E-01, 1.368235350E-01, 2.748057129E+03, 7.495031738E+01, 4.505076408E+00,-5.906510353E+00,-7.224324341E+02, 1.601597667E-01
      9671,-9.903831482E-01, 1.368360817E-01, 3.461190965E-03, 4.056013189E-03, 5.341007233E+00, 4.408689880E+01, 5.946437378E+02, 8.919409662E-02
      9672,-1.045011163E+00, 1.368433088E-01, 3.168709576E-03, 4.018674605E-03, 3.963349342E+00, 4.441674042E+01, 5.845575562E+02, 1.320242435E-01
      9673,-5.659518838E-01, 1.368702948E-01, 4.189388454E-02, 7.701633032E-03, 9.171089172E+00, 2.871381569E+01, 1.239796265E+03, 1.011115089E-01
      9674,-4.179604948E-01, 1.368985325E-01, 4.773458862E+02, 5.252664566E+00, 8.222145081E+00, 9.208344460E+00, 1.439732910E+03, 1.513886005E-01
      9675,-7.894476056E-01, 1.369328797E-01, 6.748140324E-03, 4.272131715E-03, 3.495505810E+00, 4.052774811E+01, 7.866665039E+02, 6.732538342E-02
      9676, 1.483392119E+00, 1.370115727E-01, 1.096206836E+04, 1.821936188E+02,-5.945775032E+00, 1.470739937E+01,-2.922659302E+02, 1.644330919E-01
      9677, 3.351228237E-01, 1.371515542E-01, 1.932539062E+02, 1.257322979E+01,-7.462586761E-01,-1.905447245E+00,-7.458293457E+02, 9.628211707E-02
      9678, 2.477574348E-01, 1.371876597E-01, 5.930556030E+02, 1.038468361E+01,-4.153299332E+00,-2.107329369E+00,-7.445859985E+02, 1.454312354E-02
      9679, 2.127657652E+00, 1.372558624E-01, 4.948798828E+03, 1.070662689E+02,-3.945641279E+00, 3.182305908E+01, 7.780647278E+01, 1.687235087E-01
      9680, 3.197945058E-01, 1.375006735E-01, 1.838998260E+02, 1.219153404E+01,-1.124157429E+00,-1.780492187E+00,-7.451710815E+02, 8.163523674E-02
      9681,-6.138417721E-01, 1.376177073E-01, 1.859482192E-02, 5.059288349E-03, 7.748979092E+00, 3.150164795E+01, 1.153445801E+03, 7.211548090E-02
      9682,-8.361692429E-01, 1.376411766E-01, 5.515190307E-03, 4.200169351E-03, 3.381876945E+00, 4.298766327E+01, 6.624468994E+02, 6.637461483E-02
      9683, 2.047292233E+00, 1.377259642E-01, 5.506415527E+03, 1.144670334E+02,-4.341490269E+00, 3.043113136E+01, 6.885713196E+01, 1.686888933E-01
      9684,-1.062312126E+00, 1.377999485E-01, 3.096353728E-03, 4.007614218E-03, 3.632937431E+00, 4.466437912E+01, 5.726479492E+02, 1.476566643E-01
      9685,-2.866115272E-01, 1.378199309E-01, 1.114089508E+02, 1.779908419E+00, 1.585755348E+01,-2.431231976E+00, 1.631059692E+03, 2.673976123E-02
      9686,-5.560184121E-01, 1.378565729E-01, 8.239796013E-02, 1.237222645E-02, 9.553800583E+00, 2.816775131E+01, 1.255450317E+03, 1.094959453E-01
      9687, 9.999982715E-01, 1.378700882E-01, 5.089414062E+03, 1.216810837E+02, 1.008864880E+00,-2.798190415E-01,-7.328179321E+02, 1.622557789E-01
      9688, 2.551622987E-01, 1.378921568E-01, 3.909160767E+02, 1.080866432E+01,-3.535629272E+00,-1.887027502E+00,-7.439537964E+02, 2.106878348E-02
      9689,-1.105564833E+00, 1.379146874E-01, 2.958922181E-03, 3.981880844E-03, 2.944798946E+00, 4.529397964E+01, 5.408005981E+02, 1.490769982E-01
      9690,-7.975249290E-01, 1.380868256E-01, 6.396463141E-03, 4.255058710E-03, 3.479283810E+00, 4.096749115E+01, 7.649030151E+02, 6.822485477E-02
      9691, 3.059872985E-01, 1.381587982E-01, 1.834097595E+02, 1.196554184E+01,-1.496261477E+00,-1.707187414E+00,-7.445733643E+02, 6.837768853E-02
      9692, 1.966847062E+00, 1.381670237E-01, 6.149423828E+03, 1.227702637E+02,-4.756728649E+00, 2.885753822E+01, 5.282226562E+01, 1.686247140E-01
      9693,-7.536022067E-01, 1.382867098E-01, 7.707837503E-03, 4.338291939E-03, 4.106837273E+00, 3.869128799E+01, 8.730293579E+02, 6.953802705E-02
      9694,-9.812080860E-01, 1.383436173E-01, 3.506656736E-03, 4.062453285E-03, 5.572418213E+00, 4.419241333E+01, 5.874338379E+02, 8.448711038E-02
      9695, 1.563799381E+00, 1.384045184E-01, 1.032289844E+04, 1.740242004E+02,-6.142945766E+00, 1.773013687E+01,-2.015238037E+02, 1.663309932E-01
      9696,-2.651611567E-01, 1.384208649E-01, 1.872850952E+03, 9.857476234E+00, 1.849618340E+01,-7.395862103E+00, 1.631360107E+03, 6.793233566E-03
      9697,-2.803444266E-01, 1.384251267E-01, 3.398379517E+02, 4.357833385E+00, 1.633032799E+01,-3.787718534E+00, 1.630485596E+03, 2.072443068E-02
      9698,-2.599733770E-01, 1.384950876E-01, 9.202125000E+03, 1.180360508E+01, 2.158573151E+01,-9.503404617E+00, 1.631872314E+03, 2.029419411E-03
      9699, 2.347406447E-01, 1.385230720E-01, 1.487652832E+04, 1.525088882E+01,-1.030785751E+01,-4.837755680E+00,-7.482788086E+02, 2.107027452E-03
      9700, 1.886321902E+00, 1.385592669E-01, 6.883108887E+03, 1.319990540E+02,-5.169682503E+00, 2.708543396E+01, 2.764289474E+01, 1.685112417E-01
      9701,-1.020545125E+00, 1.386317164E-01, 3.272051457E-03, 4.034661688E-03, 4.547717571E+00, 4.420555496E+01, 5.929570312E+02, 1.126606762E-01
      9702,-1.082018137E+00, 1.386661828E-01, 3.026286839E-03, 3.995675128E-03, 3.305526018E+00, 4.495750809E+01, 5.579401855E+02, 1.499763578E-01
      9703,-8.048881888E-01, 1.387231946E-01, 6.133268587E-03, 4.241375253E-03, 3.453558445E+00, 4.135120773E+01, 7.456432495E+02, 6.861468405E-02
      9704,-7.345216870E-01, 1.387293190E-01, 8.420284837E-03, 4.384303465E-03, 4.517410278E+00, 3.772893906E+01, 9.157001343E+02, 7.020286471E-02
      9705,-4.325786531E-01, 1.387497187E-01, 7.041531372E+02, 6.785861015E+00, 7.099097252E+00, 9.606230736E+00, 1.427314087E+03, 1.541384906E-01
      9706,-5.459460616E-01, 1.388370991E-01, 2.564621568E-01, 2.688199282E-02, 9.948348999E+00, 2.760626793E+01, 1.271373535E+03, 1.182402149E-01
      9707, 1.805723786E+00, 1.388708502E-01, 7.703850098E+03, 1.420850677E+02,-5.555068970E+00, 2.510120201E+01,-8.857314110E+00, 1.683166623E-01
      9708,-1.187664151E+00, 1.388924569E-01, 2.757795388E-03, 3.937537782E-03, 2.073417664E+00, 4.644640350E+01, 4.785334473E+02, 1.495391428E-01
      9709, 1.644405961E+00, 1.389611512E-01, 9.490365234E+03, 1.636908569E+02,-6.095768929E+00, 2.044665146E+01,-1.229394379E+02, 1.673938334E-01
      9710, 2.337015420E-01, 1.389856040E-01, 3.247669922E+04, 1.488415527E+01,-1.472862339E+01,-6.610805035E+00,-7.492639160E+02, 9.696587222E-04
      9711,-2.589949667E-01, 1.389943212E-01, 1.599774219E+04, 9.815828323E+00, 2.448265076E+01,-1.119147205E+01, 1.628652100E+03, 9.318536613E-04
      9712, 1.725072145E+00, 1.390406936E-01, 8.589365234E+03, 1.527923279E+02,-5.878791809E+00, 2.289314842E+01,-5.865405655E+01, 1.679799706E-01
      9713,-8.440284729E-01, 1.392050385E-01, 5.236709956E-03, 4.187933635E-03, 3.522803068E+00, 4.337390900E+01, 6.417264404E+02, 6.762937456E-02
      9714, 2.389057130E-01, 1.392275095E-01, 2.572594482E+03, 1.073700809E+01,-6.577761650E+00,-3.037557602E+00,-7.459386597E+02, 5.619784817E-03
      9715,-7.076039910E-01, 1.393117011E-01, 9.505786002E-03, 4.459398799E-03, 5.194746017E+00, 3.638289261E+01, 9.724751587E+02, 7.070557028E-02
      9716, 2.328197807E-01, 1.393890083E-01, 4.392772656E+04, 1.322952557E+01,-4.564667511E+01,-2.057300568E+01,-7.499207153E+02, 0.000000000E+00
      9717,-2.581513226E-01, 1.393901110E-01, 2.030587109E+04, 7.570754051E+00, 4.567113876E+01,-2.057279968E+01, 1.626239136E+03, 0.000000000E+00
      9718,-1.255557060E+00, 1.394353062E-01, 2.636167221E-03, 3.904542886E-03, 1.581850886E+00, 4.724998856E+01, 4.332183533E+02, 1.496555954E-01
      9719, 2.938649058E-01, 1.395116299E-01, 1.925428467E+02, 1.185707378E+01,-1.858362913E+00,-1.681614161E+00,-7.440272827E+02, 5.650833249E-02
      9720,-9.720813632E-01, 1.396667659E-01, 3.553335788E-03, 4.068956710E-03, 5.767850399E+00, 4.433487320E+01, 5.783970947E+02, 8.044947684E-02
      9721,-2.700948417E-01, 1.397898495E-01, 1.117887573E+03, 9.530545235E+00, 1.788664436E+01,-6.189267159E+00, 1.625739746E+03, 1.076007169E-02
      9722,-5.357572436E-01, 1.398163885E-01, 1.102905512E+00, 6.989102066E-02, 1.034785271E+01, 2.701132965E+01, 1.287538330E+03, 1.272864640E-01
      9723, 2.643846869E-01, 1.399303377E-01, 2.927173767E+02, 1.126487637E+01,-3.018578291E+00,-1.752822161E+00,-7.434776611E+02, 2.881859429E-02
      9724,-8.117728829E-01, 1.399545670E-01, 5.858747289E-03, 4.228681792E-03, 3.479588032E+00, 4.172937012E+01, 7.272603149E+02, 6.960424036E-02
      9725,-7.221791744E-01, 1.400154829E-01, 8.714855649E-03, 4.410507157E-03, 4.864322186E+00, 3.713542938E+01, 9.410228271E+02, 7.151721418E-02
      9726,-6.045312881E-01, 1.402365863E-01, 1.880389825E-02, 5.102769937E-03, 8.176840782E+00, 3.107291031E+01, 1.165765625E+03, 7.866687328E-02
      9727, 2.444563508E-01, 1.402632147E-01, 9.740067139E+02, 1.029451084E+01,-4.815140724E+00,-2.306949854E+00,-7.446144409E+02, 1.028938871E-02
      9728, 5.619425774E-01, 1.403147280E-01, 7.286914673E+02, 2.353570366E+01, 2.903613091E+00,-7.572085857E+00,-7.506061401E+02, 1.619492769E-01
      9729,-4.462349117E-01, 1.403394192E-01, 9.894117432E+02, 8.346773148E+00, 7.380443096E+00, 1.161203194E+01, 1.415942871E+03, 1.556424052E-01
      9730,-7.619118690E-01, 1.404486895E-01, 7.169303950E-03, 4.312602803E-03, 4.067807674E+00, 3.916233063E+01, 8.510830078E+02, 7.154556364E-02
      9731,-2.757985294E-01, 1.406389922E-01, 6.859851074E+02, 7.407193184E+00, 1.733810425E+01,-4.968022346E+00, 1.622081787E+03, 1.567551121E-02
